1000 20 3400 34000
-0.019911,-0.001049
-0.008738,-0.016937
0.009759,-0.015342
0.017291,0.000683
0.007680,0.014512
-0.008227,0.013164
-0.014611,-0.000495
-0.006454,-0.012092
0.006761,-0.010856
0.011865,0.000403
0.005144,0.009678
-0.005345,0.008523
-0.009173,-0.000353
-0.003865,-0.007374
0.004031,-0.006328
0.006711,0.000315
0.002722,0.005321
-0.002889,0.004423
-0.004630,-0.000279
-0.001787,-0.003629
0.001969,-0.002900
0.003008,0.000243
0.001085,0.002342
-0.001281,0.001780
-0.001841,-0.000208
-0.000600,-0.001435
0.000804,-0.001019
0.001063,0.000176
0.000294,0.000841
-0.000493,0.000542
-0.000582,-0.000146
-0.000117,-0.000476
0.000300,-0.000264
0.000304,0.000120
0.000024,0.000266
-0.000187,0.000114
-0.000153,-0.000098
0.000020,-0.000151
0.000124,-0.000039
0.000077,0.000084
-0.000039,0.000094
-0.000093,0.000005
-0.000043,-0.000077
0.000048,-0.000071
0.000084,0.000010
0.000031,0.000078
-0.000054,0.000066
-0.000086,-0.000015
-0.000031,-0.000083
0.000058,-0.000070
0.000092,0.000014
0.000035,0.000088
-0.000058,0.000076
-0.000096,-0.000011
-0.000040,-0.000088
0.000054,-0.000079
0.000093,0.000005
0.000043,0.000079
-0.000043,0.000075
-0.000082,0.000004
-0.000044,-0.000062
0.000026,-0.000066
0.000063,-0.000014
0.000043,0.000039
-0.000005,0.000051
-0.000039,0.000024
-0.000039,-0.000013
-0.000015,-0.000035
0.000016,-0.000033
0.000034,-0.000010
0.000031,0.000020
0.000004,0.000038
-0.000029,0.000027
-0.000040,-0.000009
-0.000016,-0.000039
0.000025,-0.000036
0.000044,0.000002
0.000022,0.000038
-0.000021,0.000039
-0.000044,0.000002
-0.000023,-0.000036
0.000019,-0.000038
0.000042,-0.000003
0.000023,0.000034
-0.000018,0.000037
-0.000041,0.000004
-0.000024,-0.000034
0.000017,-0.000039
0.000044,-0.000005
0.000027,0.000036
-0.000018,0.000043
-0.000048,0.000007
-0.000032,-0.000039
